name,authorUri,publicationUri,title,keywords
"Díaz Grijalva, Jéssica Ivonne",http://ucuenca.edu.ec/resource/author/jéssica-ivonne-díaz-grijalva,http://ucuenca.edu.ec/wkhuska/publication/software-product-line-engineering-approach-for-enhancing-agile,Software Product Line Engineering Approach for Enhancing Agile Methodologies.,"Agile Methodologies, Case Study, Product Line, Software Product Line"
"Lozano Sarango, Manuel Antonio",http://ucuenca.edu.ec/resource/author/manuel-antonio-lozano-sarango,http://ucuenca.edu.ec/wkhuska/publication/hybrid-distributed-real-coded-genetic,Hybrid Distributed Real-Coded Genetic Algorithms.,"Distributed Genetic Algorithm, Genetic Algorithm, Real Coded Genetic Algorithm"
"Espinoza, Mauricio",http://ucuenca.edu.ec/resource/author/mauricio-espinoza,http://ucuenca.edu.ec/wkhuska/publication/querying-the-multiontology-disambiguation,Querying the web: a multiontology disambiguation method.,"Natural Language Processing, Search and Retrieval, Search Engine, semantic relatedness, Semantic Web"
"Carpio Argudo, Ana María",http://ucuenca.edu.ec/resource/author/ana-maría-carpio-argudo,http://ucuenca.edu.ec/wkhuska/publication/pile-up-solutions-for-some-systems-of-conservation-laws-modelling-dislocation-interaction-in,Pile-Up Solutions for Some Systems of Conservation Laws Modelling Dislocation Interaction in Crystals.,"Continuum Model, Degeneration, Dislocation Dynamics, Dislocations, Free Boundary, Systems of Conservation Laws"
"Morales, Cristina",http://ucuenca.edu.ec/resource/author/cristina-morales,http://ucuenca.edu.ec/wkhuska/publication/advanced-visualization-of-3d-data-of-intravascular-ultrasound,Advanced Visualization of 3D Data of Intravascular Ultrasound Images.,"3d measurement, 3d visualization, Coronary Vessels, Development Tool, Intravascular Ultrasound"
"Ochoa Rogel, Marco Patricio",http://ucuenca.edu.ec/resource/author/marco-patricio-ochoa-rogel,http://ucuenca.edu.ec/wkhuska/publication/engaging-patients-via-mobile-phone-technology-to-assist-follow-up-after-hospitalization-in,"Engaging patients via mobile phone technology to assist follow-up after hospitalization in Quito, Ecuador""@e","technology, telecommunications, telehealth"
Mauricio Sáenz Espinosa,http://ucuenca.edu.ec/resource/author/mauricio-sáenz-espinosa,http://ucuenca.edu.ec/wkhuska/publication/navigation-for-the-blind-through-audio-based-virtual,Navigation for the blind through audio-based virtual environments.,"Blind Users, Virtual Environment, Visual Impairment"
"Salcedo Toral, Manuel",http://ucuenca.edu.ec/resource/author/manuel-salcedo-toral,http://ucuenca.edu.ec/wkhuska/publication/study-and-analysis-of-workspace-awareness-in-groupware-application-for-collaborative,Study and analysis of workspace awareness in CDebate: a groupware application for collaborative debates.,"Collaborative Learning, Conceptual Framework, Evaluation Method, Group Awareness, Interface Design, Workspace Awareness"
"Merino Maldonado, Javier Alejandro",http://ucuenca.edu.ec/resource/author/javier-alejandro-merino-maldonado,http://ucuenca.edu.ec/wkhuska/publication/cost-effective-dynamic-non-uniform-cache,SP-NUCA: a cost effective dynamic non-uniform cache architecture.,"Comparative Study, Cost Effectiveness, Evaluation Framework, Non Uniform Cache Architecture, Processor Sharing, Replacement Policy, System Performance, System Simulation"
José Luis Neira Izquierdo,http://ucuenca.edu.ec/resource/author/josé-luis-neira-izquierdo,http://ucuenca.edu.ec/wkhuska/publication/underwater-slam-in-marina,Underwater SLAM in a marina environment.,"Autonomous Underwater Vehicle, extended kalman filter, Feature Extraction, Hough Transform, Navigation System, Position Estimation"
"Loja Cárdenas, Juan",http://ucuenca.edu.ec/resource/author/juan-loja-cárdenas,http://ucuenca.edu.ec/wkhuska/publication/cinc-challenge-comparing-three-algorithms-to-extract-fetal,"CinC Challenge 2013: Comparing three algorithms to extract fetal ECG""@e","decision fusion, non-invasive fetal ECG, Physionet challenge"
Javier Joaquín. Villarroel Mayorga,http://ucuenca.edu.ec/resource/author/javier-joaquín-villarroel-mayorga,http://ucuenca.edu.ec/wkhuska/publication/on-the-discrete-spectrum-of-systems-in-the-plane-and-the-davey-stewartson-ii,On the Discrete Spectrum of Systems in the Plane and the Davey-Stewartson II Equation.,"davey stewartson, Discrete Spectrum"
Manuel Jesús Vélez Criollo,http://ucuenca.edu.ec/resource/author/manuel-jesús-vélez-criollo,http://ucuenca.edu.ec/wkhuska/publication/l-band-dab-eureka-147-field-trials-and-coverage-measurements-in-urban,L-band DAB Eureka 147 field trials and coverage measurements in urban areas.,"Field Trial, International Organizations, Urban Area, Urban Environment"
"Sánchez Plasencia, Leticia",http://ucuenca.edu.ec/resource/author/leticia-sánchez-plasencia,http://ucuenca.edu.ec/wkhuska/publication/an-agent-based-adaptable-and-configurable-tutoring-module-for-intelligent-virtual-environments-for,An Agent-Based Adaptable and Configurable Tutoring Module for Intelligent Virtual Environments for Training.,"Agent Based, Computer Based Instruction, Graphics System, Intelligent Tutoring System, Intelligent Virtual Environment, Training and Education"
"Flores Flores, Carlos B",http://ucuenca.edu.ec/resource/author/carlos-b-flores-flores,http://ucuenca.edu.ec/wkhuska/publication/endovascular-treatment-of-penetrating-aortic-mid-term,"Endovascular treatment of penetrating aortic ulcers: Mid-term follow-up""@e","Aortic aneurysm, Aortic syndrome, Aortic ulcer, Endovascular procedures, Thoracic aortic rupture"
"Ponce Chacón, Enrique Fabricio",http://ucuenca.edu.ec/resource/author/enrique-fabricio-ponce-chacón,http://ucuenca.edu.ec/wkhuska/publication/rate-limiter-stability-analysis-comparing-bifurcation-and-lmi-based,Rate-limiter stability analysis comparing bifurcation and LMI-based approaches.,"Basin of Attraction, Bifurcation Analysis, Feedback Loop, First Order, Limit Cycle, Linear Matrix Inequality, Mathematical Model, Rate Limiting, Stability Analysis"
"Lozano Sarango, Manuel Antonio",http://ucuenca.edu.ec/resource/author/manuel-antonio-lozano-sarango,http://ucuenca.edu.ec/wkhuska/publication/dynamic-and-heuristic-fuzzy-connectives-based-crossover-operators-for-controlling-the-diversity-and-convergence-of-real-coded-genetic,Dynamic and heuristic fuzzy connectives-based crossover operators for controlling the diversity and convergence of real-coded genetic algorithms.,Real Coded Genetic Algorithm
"Jerves, Elena",http://ucuenca.edu.ec/resource/author/elena-jerves,http://ucuenca.edu.ec/wkhuska/publication/understanding-parental-views-of-adolescent-sexuality-and-sex-education-in-qualitative,"Understanding parental views of adolescent sexuality and sex education in Ecuador: A qualitative study""@e","Ecuador, parents, sex education, young people"
"Gutiérrez Andrade, Miguel Ángel",http://ucuenca.edu.ec/resource/author/miguel-ángel-gutiérrez-andrade,http://ucuenca.edu.ec/wkhuska/publication/redistricting-by-square,Redistricting by Square Cells.,"Computational Complexity, Population Balance, Simulated Annealing"
"Carpio Argudo, Ana María",http://ucuenca.edu.ec/resource/author/ana-maría-carpio-argudo,http://ucuenca.edu.ec/wkhuska/publication/self-sustained-current-oscillations-in-the-kinetic-theory-of-semiconductor,Self-sustained current oscillations in the kinetic theory of semiconductor superlattices.,"bhatnagar gross krook, Boundary Condition, Distribution Function, Drift Diffusion, Electric Field, Kinetic Equation, Kinetic Theory, Numerical Simulation, Numerical Solution, Oscillations, Particle Method, Perturbation Method, superlattices, Time Dependent, Transport Equation"
"Mendoza Colimba, Sonia Magdalena",http://ucuenca.edu.ec/resource/author/sonia-magdalena-mendoza-colimba,http://ucuenca.edu.ec/wkhuska/publication/access-control-based-distribution-of-shared,Access Control-Based Distribution of Shared Documents.,"Access Control, Web Documents, Web Technology"
"Aguilar Verdesoto, Lourdes Yessela",http://ucuenca.edu.ec/resource/author/lourdes-yessela-aguilar-verdesoto,http://ucuenca.edu.ec/wkhuska/publication/syntactico-prosodic-system-designed-to-assign,PROPAUSE: a syntactico-prosodic system designed to assign pauses.,System Design
César  Augusto Ortiz Palacios,http://ucuenca.edu.ec/resource/author/césar-augusto-ortiz-palacios,http://ucuenca.edu.ec/wkhuska/publication/3d-dendrite-spine-detection-supervoxel-based,3D Dendrite Spine Detection - A Supervoxel Based Approach.,"3d structure, Dendritic Spine, Fluorescence Microscopy, Functional Properties, Geometric Approach, Geometric Feature, Image Processing"
"Palacios Maray, Héctor",http://ucuenca.edu.ec/resource/author/héctor-palacios-maray,http://ucuenca.edu.ec/wkhuska/publication/compiling-uncertainty-away-in-conformant-planning-problems-with-bounded,Compiling Uncertainty Away in Conformant Planning Problems with Bounded Width.,"International Planning Competition, Off The Shelf, Path Finding, Scaling Up"
"Jiménez Jiménez, Pablo Ramón",http://ucuenca.edu.ec/resource/author/pablo-ramón-jiménez-jiménez,http://ucuenca.edu.ec/wkhuska/publication/reducing-feasible-contacts-between-polyhedral-models-to-red-blue-intersections-on-the,Reducing feasible contacts between polyhedral models to red-blue intersections on the sphere.,"Collision Detection, Data Structure, Experimental Tests, Polyhedral Model"
"Ayala, Rosa",http://ucuenca.edu.ec/resource/author/rosa-ayala,http://ucuenca.edu.ec/wkhuska/publication/cellular-automata-applied-in-remote-sensing-to-implement-contextual-pseudo-fuzzy,Cellular Automata Applied in Remote Sensing to Implement Contextual Pseudo-fuzzy Classification.,"Cellular Automata, Classification Algorithm, Complex System, Environmental Protection, Fuzzy Classification, Maximum Likelihood, Minimum Distance, Remote Sensing, Satellite Image, Social Problems, Soil Quality, Water Resource"
Olga Susana Duran Villarroel,http://ucuenca.edu.ec/resource/author/olga-susana-duran-villarroel,http://ucuenca.edu.ec/wkhuska/publication/fusion-of-kalman-filter-and-anomaly-detection-for-multispectral-and-hyperspectral-target,Fusion of Kalman Filter and Anomaly Detection for Multispectral and Hyperspectral Target Tracking.,"Anomaly Detection, Centre of Gravity, kalman filter, Self Organized Map, Target Tracking"
"Astudillo Granda, Hernán",http://ucuenca.edu.ec/resource/author/hernán-astudillo-granda,http://ucuenca.edu.ec/wkhuska/publication/deconstructing-agile-would-planned-design-be-helpful-in-xp,Deconstructing Agile Processes: Would Planned Design Be Helpful in XP Projects?,"Evolutionary Design, Experimental Study, Extreme Programming, Product Quality, Satisfiability, Software Design"
"Jiménez Silva, Walter",http://ucuenca.edu.ec/resource/author/walter-jiménez-silva,http://ucuenca.edu.ec/wkhuska/publication/semi-automatic-surface-reconstruction-framework-based-on-t-surfaces-and-isosurface-extraction,A Semi-Automatic Surface Reconstruction Framework Based on T-Surfaces and Isosurface Extraction Methods.,"Deformable Model, General Methods, Image Resolution, Isosurface Extraction, Medical Image, Surface Model, Surface Reconstruction"
"Franco Bonoso, Leonardo Bladimir",http://ucuenca.edu.ec/resource/author/leonardo-bladimir-franco-bonoso,http://ucuenca.edu.ec/wkhuska/publication/an-algorithm-for-finding-good-approximation-for-the-largest-linearly-separable,MaxSet: An Algorithm for Finding a Good Approximation for the Largest Linearly Separable Set.,"Boolean Function, Learning Algorithm, Neural Network, np-hard problem"
"Astudillo Granda, Hernán",http://ucuenca.edu.ec/resource/author/hernán-astudillo-granda,http://ucuenca.edu.ec/wkhuska/publication/weak-constraint-programming-to-identify-alternative-composite-cots-based-software-systems-from-imperfect,Weak Constraint Programming to Identify Alternative Composite COTS-Based Software Systems from Imperfect Information.,"Component Based Software Development, Constraint Programming, Imperfect Information, Non-functional Requirement, Software Architecture, Software Systems"
"Goethals, Peter L. M",http://ucuenca.edu.ec/resource/author/peter-l-m-goethals,http://ucuenca.edu.ec/wkhuska/publication/evaluation-and-comparison-of-data-driven-and-knowledge-supported-bayesian-belief-networks-to-assess-the-habitat-suitability-for-alien,"Evaluation and comparison of data-driven and knowledge-supported Bayesian Belief Networks to assess the habitat suitability for alien macroinvertebrates""@e","Alien species, Habitat suitability, Model comparison, Risk assessment"
Luis Fabián Martínez López,http://ucuenca.edu.ec/resource/author/luis-fabián-martínez-lópez,http://ucuenca.edu.ec/wkhuska/publication/multi-agent-system-for-performing-consensus,COMAS: A Multi-agent System for Performing Consensus Processes.,"Business Environment, Group Decision Making, multi-agent architecture, Multi Agent System, Support System"
"Merino Maldonado, Javier Alejandro",http://ucuenca.edu.ec/resource/author/javier-alejandro-merino-maldonado,http://ucuenca.edu.ec/wkhuska/publication/low-cost-adaptive-non-uniform-cache,ESP-NUCA: A low-cost adaptive Non-Uniform Cache Architecture.,"Cost Effectiveness, Chip Multiprocessor, High Performance, Non Uniform Cache Architecture"
Juan Melchor Segarra Rojas,http://ucuenca.edu.ec/resource/author/juan-melchor-segarra-rojas,http://ucuenca.edu.ec/wkhuska/publication/convergence-of-periodic-broadcasting-and,Convergence of periodic broadcasting and video-on-demand.,Video On Demand
"Carvallo Vega, Juan Pablo",http://ucuenca.edu.ec/resource/author/juan-pablo-carvallo-vega,http://ucuenca.edu.ec/wkhuska/publication/towards-unified-catalogue-of-non-technical-quality-attributes-to-support-cots-based-systems-lifecycle,Towards a Unified Catalogue of Non-Technical Quality Attributes to Support COTS-Based Systems Lifecycle Activities.,Quality Attributes
"Abad, Cristina",http://ucuenca.edu.ec/resource/author/cristina-abad,http://ucuenca.edu.ec/wkhuska/publication/generating-request-streams-on-big-data-using-clustered-renewal,Generating request streams on Big Data using clustered renewal processes.,Renewal Process
Adriana del Carmen Lara Chávez,http://ucuenca.edu.ec/resource/author/adriana-del-carmen-lara-chávez,http://ucuenca.edu.ec/wkhuska/publication/some-comments-on-gd-and-igd-and-relations-to-the-hausdorff,Some comments on GD and IGD and relations to the Hausdorff distance.,"Difference Set, hausdorff distance, Multi Objective Evolutionary Algorithm"
Diego Alejandro Montero Silva,http://ucuenca.edu.ec/resource/author/diego-alejandro-montero-silva,http://ucuenca.edu.ec/wkhuska/publication/network-coding-based-protection-scheme-for-elastic-optical,Network coding-based protection scheme for Elastic Optical Networks.,"Disjoint Paths, Link Failure, Network Coding, On The Fly, Optical Network, Resource Utilization, Wireless Network, Wireless Optical Broadband Access Network"
